日期,最高气温,最低气温,天气,风向
2021-12-29 星期三 ,11℃,-1℃,晴,西北风 2级
2021-12-30 星期四 ,10℃,0℃,晴,西南风 1级
2021-12-31 星期五 ,10℃,0℃,晴,东北风 2级
2022-01-01 星期六 ,9℃,1℃,多云,东北风 2级
2022-01-02 星期日 ,12℃,1℃,多云,东南风 1级
2022-01-03 星期一 ,12℃,5℃,晴,东风 1级
2022-01-04 星期二 ,12℃,0℃,多云,西南风 1级
2022-01-05 星期三 ,12℃,6℃,多云,东风 2级
2022-01-06 星期四 ,10℃,0℃,阴,北风 2级
2022-01-07 星期五 ,10℃,1℃,多云,北风 2级
2022-01-08 星期六 ,8℃,4℃,阴,北风 2级
2022-01-09 星期日 ,8℃,3℃,多云,北风 2级
2022-01-10 星期一 ,8℃,4℃,小雨,西北风 2级
2022-01-11 星期二 ,7℃,0℃,晴,东北风 2级
2022-01-12 星期三 ,7℃,0℃,多云,西风 1级
2022-01-13 星期四 ,6℃,-2℃,晴,西风 1级
2022-01-14 星期五 ,6℃,0℃,多云,西风 1级
2022-01-15 星期六 ,10℃,5℃,阴,东北风 1级
2022-01-16 星期日 ,12℃,5℃,阴,东北风 3级
2022-01-17 星期一 ,10℃,4℃,多云,东北风 2级
2022-01-18 星期二 ,10℃,4℃,晴,东北风 2级
2022-01-19 星期三 ,12℃,6℃,晴,东风 2级
2022-01-20 星期四 ,8℃,4℃,多云,东北风 2级
2022-01-21 星期五 ,9℃,5℃,多云,东风 3级
2022-01-22 星期六 ,10℃,8℃,小雨,东风 2级
2022-01-23 星期日 ,9℃,6℃,小雨,东北风 3级
2022-01-24 星期一 ,8℃,5℃,阴,北风 2级
2022-01-25 星期二 ,9℃,4℃,阴,东北风 1级
2022-01-26 星期三 ,7℃,4℃,小雨,东北风 2级
2022-01-27 星期四 ,6℃,2℃,阴到小雨,东北风 2级
2022-01-28 星期五 ,5℃,1℃,小雨,北风 3级
2022-01-29 星期六 ,7℃,0℃,小雨,北风 3级
2022-01-30 星期日 ,4℃,-1℃,多云,北风 2级
2022-01-31 星期一 ,8℃,0℃,多云,东北风 1级
2022-02-01 星期二 ,8℃,3℃,多云,东北风 2级
2022-02-02 星期三 ,4℃,2℃,小雨,北风 2级
2022-02-03 星期四 ,5℃,0℃,小雨,东北风 2级
2022-02-04 星期五 ,8℃,0℃,雾,北风 2级
2022-02-05 星期六 ,7℃,-1℃,多云,西北风 1级
2022-02-06 星期日 ,6℃,3℃,多云,东风 2级
2022-02-07 星期一 ,5℃,3℃,中雨,东风 2级
2022-02-08 星期二 ,8℃,3℃,雾,北风 3级
2022-02-09 星期三 ,6℃,4℃,小雨,东北风 1级
2022-02-10 星期四 ,8℃,4℃,雾,东南风 1级
2022-02-11 星期五 ,8℃,5℃,小雨,东风 4级
2022-02-12 星期六 ,8℃,5℃,阴,北风 1级
2022-02-13 星期日 ,8℃,1℃,小雨,西北风 2级
2022-02-14 星期一 ,11℃,4℃,多云,东风 1级
2022-02-15 星期二 ,7℃,3℃,雾,东风 2级
2022-02-16 星期三 ,8℃,2℃,多云,东风 2级
2022-02-17 星期四 ,5℃,2℃,多云,东风 3级
2022-02-18 星期五 ,6℃,3℃,多云,东北风 3级
2022-02-19 星期六 ,6℃,0℃,多云,北风 3级
2022-02-20 星期日 ,5℃,0℃,多云,北风 3级
2022-02-21 星期一 ,7℃,1℃,多云,东南风 2级
2022-02-22 星期二 ,8℃,1℃,阴,东北风 3级
2022-02-23 星期三 ,7℃,0℃,阴,东北风 2级
2022-02-24 星期四 ,9℃,2℃,多云,东南风 2级
2022-02-25 星期五 ,9℃,4℃,多云,东南风 2级
2022-02-26 星期六 ,17℃,5℃,多云,东南风 2级
2022-02-27 星期日 ,12℃,8℃,多云,东南风 4级
2022-02-28 星期一 ,18℃,12℃,阴,东南风 2级
2022-03-01 星期二 ,19℃,7℃,阴,西北风 3级
2022-03-02 星期三 ,13℃,7℃,晴,东南风 2级
2022-03-03 星期四 ,13℃,7℃,晴,东南风 2级
2022-03-04 星期五 ,15℃,8℃,多云,东北风 2级
2022-03-05 星期六 ,10℃,5℃,多云,东北风 3级
2022-03-06 星期日 ,10℃,5℃,小雨,东风 3级
2022-03-07 星期一 ,18℃,3℃,晴,西南风 2级
2022-03-08 星期二 ,15℃,7℃,晴,西南风 2级
2022-03-09 星期三 ,18℃,10℃,晴,东南风 3级
2022-03-10 星期四 ,19℃,10℃,多云,东南风 3级
2022-03-11 星期五 ,20℃,12℃,晴,东风 2级
2022-03-12 星期六 ,23℃,15℃,多云,东南风 3级
2022-03-13 星期日 ,24℃,13℃,多云,东风 1级
2022-03-14 星期一 ,27℃,10℃,阴,北风 3级
2022-03-15 星期二 ,18℃,11℃,多云,东北风 2级
2022-03-16 星期三 ,24℃,11℃,多云,东南风 2级
2022-03-17 星期四 ,19℃,9℃,小雨到中雨,东南风 3级
2022-03-18 星期五 ,14℃,7℃,多云,西北风 2级
2022-03-19 星期六 ,14℃,7℃,阴,东北风 3级
2022-03-20 星期日 ,8℃,6℃,小雨到中雨,东风 2级
2022-03-21 星期一 ,9℃,7℃,小雨到中雨,东北风 4级
2022-03-22 星期二 ,9℃,6℃,小雨,东北风 2级
2022-03-23 星期三 ,13℃,5℃,多云,南风 2级
2022-03-24 星期四 ,16℃,7℃,多云,东南风 3级
2022-03-25 星期五 ,19℃,12℃,小雨到中雨,西北风 2级
2022-03-26 星期六 ,16℃,12℃,阴,西北风 4级
2022-03-27 星期日 ,16℃,7℃,多云,北风 1级
2022-03-28 星期一 ,14℃,8℃,多云,东北风 3级
2022-03-29 星期二 ,16℃,12℃,多云,东南风 3级
2022-03-30 星期三 ,22℃,12℃,小雨,北风 2级
2022-03-31 星期四 ,15℃,7℃,小雨,北风 3级
2022-04-01 星期五 ,12℃,6℃,阴,北风 3级
2022-04-02 星期六 ,14℃,4℃,多云,东南风 2级
2022-04-03 星期日 ,15℃,5℃,晴,东风 3级
2022-04-04 星期一 ,15℃,7℃,多云,东风 2级
2022-04-05 星期二 ,15℃,8℃,多云,东南风 2级
2022-04-06 星期三 ,23℃,11℃,多云,东南风 2级
2022-04-07 星期四 ,23℃,11℃,多云,东南风 2级
2022-04-08 星期五 ,24℃,13℃,晴,东南风 2级
2022-04-09 星期六 ,23℃,12℃,晴,东南风 2级
2022-04-10 星期日 ,22℃,15℃,晴,东南风 2级
2022-04-11 星期一 ,27℃,15℃,晴,东南风 3级
2022-04-12 星期二 ,28℃,17℃,多云,东风 2级
2022-04-13 星期三 ,20℃,12℃,中雨到大雨,北风 3级
2022-04-14 星期四 ,17℃,11℃,阴,西北风 4级
2022-04-15 星期五 ,20℃,10℃,多云,北风 2级
2022-04-16 星期六 ,16℃,6℃,阴,东北风 2级
2022-04-17 星期日 ,17℃,11℃,多云,东南风 3级
2022-04-18 星期一 ,18℃,11℃,多云,西北风 2级
2022-04-19 星期二 ,21℃,13℃,多云,东南风 3级
2022-04-20 星期三 ,22℃,14℃,多云,南风 1级
2022-04-21 星期四 ,22℃,13℃,晴,南风 2级
2022-04-22 星期五 ,24℃,17℃,小雨,南风 2级
2022-04-23 星期六 ,20℃,16℃,小雨到中雨,东南风 2级
2022-04-24 星期日 ,21℃,15℃,多云,东北风 1级
2022-04-25 星期一 ,25℃,20℃,小雨到大雨,东南风 2级
2022-04-26 星期二 ,26℃,14℃,多云,东北风 2级
2022-04-27 星期三 ,21℃,14℃,多云,东北风 2级
2022-04-28 星期四 ,21℃,13℃,小雨,东风 2级
2022-04-29 星期五 ,18℃,9℃,多云,东北风 1级
2022-04-30 星期六 ,18℃,11℃,阴,南风 1级
2022-05-01 星期日 ,19℃,10℃,多云,西风 2级
2022-05-02 星期一 ,21℃,11℃,多云,西风 3级
2022-05-03 星期二 ,24℃,14℃,阴,东南风 3级
2022-05-04 星期三 ,23℃,15℃,晴,东南风 2级
2022-05-05 星期四 ,23℃,16℃,晴,东南风 3级
2022-05-06 星期五 ,27℃,15℃,晴,东北风 4级
2022-05-07 星期六 ,22℃,17℃,阴,东风 2级
2022-05-08 星期日 ,20℃,14℃,多云,东风 3级
2022-05-09 星期一 ,19℃,15℃,阴,东南风 2级
2022-05-10 星期二 ,21℃,17℃,多云,东南风 3级
2022-05-11 星期三 ,21℃,17℃,多云,东南风 2级
2022-05-12 星期四 ,21℃,16℃,小雨,东北风 2级
2022-05-13 星期五 ,18℃,14℃,小雨,东北风 2级
2022-05-14 星期六 ,22℃,13℃,小雨,东风 2级
2022-05-15 星期日 ,20℃,13℃,阴,西风 2级
2022-05-16 星期一 ,24℃,15℃,多云,西南风 3级
2022-05-17 星期二 ,25℃,16℃,多云,东南风 3级
2022-05-18 星期三 ,29℃,14℃,多云,西南风 2级
2022-05-19 星期四 ,22℃,18℃,小雨,东风 2级
2022-05-20 星期五 ,22℃,16℃,多云,东北风 1级
2022-05-21 星期六 ,24℃,17℃,多云,东南风 2级
2022-05-22 星期日 ,24℃,18℃,多云,东南风 3级
2022-05-23 星期一 ,23℃,18℃,多云,东南风 3级
2022-05-24 星期二 ,21℃,18℃,多云,东南风 3级
2022-05-25 星期三 ,23℃,17℃,多云,东南风 2级
2022-05-26 星期四 ,23℃,17℃,多云,东风 2级
2022-05-27 星期五 ,26℃,20℃,阴,东风 3级
2022-05-28 星期六 ,22℃,19℃,小雨,东南风 2级
2022-05-29 星期日 ,37℃,20℃,阴,西南风 2级
2022-05-30 星期一 ,29℃,18℃,阴,东北风 2级
2022-05-31 星期二 ,25℃,20℃,多云,东南风 3级
2022-06-01 星期三 ,28℃,20℃,阴,西南风 1级
2022-06-02 星期四 ,36℃,23℃,多云,东风 2级
2022-06-03 星期五 ,25℃,21℃,多云,东风 3级
2022-06-04 星期六 ,27℃,22℃,阴,东南风 2级
2022-06-05 星期日 ,25℃,19℃,多云,北风 1级
2022-06-06 星期一 ,30℃,21℃,多云,南风 2级
2022-06-07 星期二 ,28℃,16℃,晴,东南风 3级
2022-06-08 星期三 ,25℃,21℃,多云,东风 3级
2022-06-09 星期四 ,28℃,21℃,阴,东风 3级
2022-06-10 星期五 ,31℃,20℃,多云,东南风 1级
2022-06-11 星期六 ,26℃,14℃,多云,东风 2级
2022-06-12 星期日 ,22℃,19℃,小雨到中雨,东南风 2级
2022-06-13 星期一 ,24℃,20℃,多云,东南风 1级
2022-06-14 星期二 ,28℃,21℃,小雨到大雨,南风 2级
2022-06-15 星期三 ,31℃,22℃,多云,西风 2级
2022-06-16 星期四 ,30℃,22℃,多云,东南风 2级
2022-06-17 星期五 ,29℃,23℃,多云,东南风 3级
2022-06-18 星期六 ,30℃,23℃,多云,东风 2级
2022-06-19 星期日 ,29℃,23℃,阴到小雨,西南风 3级
2022-06-20 星期一 ,29℃,23℃,多云,东风 2级
2022-06-21 星期二 ,30℃,24℃,多云,东风 3级
2022-06-22 星期三 ,38℃,24℃,小雨,南风 2级
2022-06-23 星期四 ,36℃,25℃,晴,西南风 2级
2022-06-24 星期五 ,28℃,25℃,多云,西南风 2级
2022-06-25 星期六 ,32℃,26℃,阴,西南风 4级
2022-06-26 星期日 ,33℃,27℃,阴,南风 2级
2022-06-27 星期一 ,35℃,27℃,阴,南风 3级
2022-06-28 星期二 ,35℃,26℃,小雨到中雨,南风 3级
2022-06-29 星期三 ,33℃,26℃,小雨到大雨,东风 1级
2022-06-30 星期四 ,32℃,25℃,多云,南风 2级
2022-07-01 星期五 ,29℃,23℃,多云,东南风 2级
2022-07-02 星期六 ,29℃,25℃,多云,东风 3级
2022-07-03 星期日 ,30℃,26℃,多云,东风 4级
2022-07-04 星期一 ,29℃,26℃,多云,东风 3级
2022-07-05 星期二 ,33℃,27℃,多云,东南风 2级
2022-07-06 星期三 ,35℃,27℃,多云,西南风 3级
2022-07-07 星期四 ,34℃,27℃,多云,西南风 3级
2022-07-08 星期五 ,36℃,27℃,多云,西风 3级
2022-07-09 星期六 ,36℃,28℃,多云,西南风 1级
2022-07-10 星期日 ,36℃,28℃,多云,东南风 3级
2022-07-11 星期一 ,37℃,29℃,多云,东南风 3级
2022-07-12 星期二 ,39℃,28℃,多云,东南风 3级
2022-07-13 星期三 ,38℃,28℃,多云,西风 3级
2022-07-14 星期四 ,37℃,29℃,多云,南风 2级
2022-07-15 星期五 ,37℃,28℃,小雨,西风 2级
2022-07-16 星期六 ,35℃,28℃,多云,东南风 3级
2022-07-17 星期日 ,36℃,27℃,多云,西风 1级
2022-07-18 星期一 ,32℃,25℃,阴,西北风 1级
2022-07-19 星期二 ,32℃,26℃,多云,西南风 1级
2022-07-20 星期三 ,36℃,28℃,阴,西南风 4级
2022-07-21 星期四 ,34℃,25℃,多云,西南风 1级
2022-07-22 星期五 ,34℃,28℃,多云,东南风 2级
2022-07-23 星期六 ,37℃,26℃,晴,西北风 3级
2022-07-24 星期日 ,32℃,27℃,小雨到中雨,北风 2级
2022-07-25 星期一 ,32℃,28℃,多云,东风 3级
2022-07-26 星期二 ,34℃,28℃,多云,东北风 2级
2022-07-27 星期三 ,35℃,28℃,小雨,东南风 2级
2022-07-28 星期四 ,37℃,26℃,晴,南风 2级
2022-07-29 星期五 ,31℃,26℃,晴,东风 4级
2022-07-30 星期六 ,32℃,25℃,多云,西南风 1级
2022-07-31 星期日 ,34℃,26℃,晴,北风 2级
2022-08-01 星期一 ,36℃,27℃,多云,西南风 2级
2022-08-02 星期二 ,33℃,27℃,多云,东南风 2级
2022-08-03 星期三 ,33℃,27℃,晴,东风 4级
2022-08-04 星期四 ,35℃,29℃,晴,东南风 3级
2022-08-05 星期五 ,37℃,29℃,晴,东南风 3级
2022-08-06 星期六 ,36℃,28℃,多云,南风 3级
2022-08-07 星期日 ,35℃,28℃,晴,东南风 4级
2022-08-08 星期一 ,36℃,29℃,晴,东南风 3级
2022-08-09 星期二 ,36℃,28℃,多云,南风 3级
2022-08-10 星期三 ,35℃,28℃,多云,西南风 3级
2022-08-11 星期四 ,38℃,29℃,多云,东南风 2级
2022-08-12 星期五 ,36℃,29℃,多云,西南风 2级
2022-08-13 星期六 ,37℃,29℃,晴,东南风 2级
2022-08-14 星期日 ,36℃,29℃,多云,东南风 3级
2022-08-15 星期一 ,37℃,30℃,多云,东南风 3级
2022-08-16 星期二 ,37℃,28℃,多云,东北风 3级
2022-08-17 星期三 ,35℃,27℃,多云,东北风 2级
2022-08-18 星期四 ,34℃,28℃,多云,东南风 2级
2022-08-19 星期五 ,37℃,28℃,多云,东南风 2级
2022-08-20 星期六 ,37℃,28℃,多云,南风 2级
2022-08-21 星期日 ,33℃,28℃,多云,东南风 3级
2022-08-22 星期一 ,38℃,28℃,多云,东北风 2级
2022-08-23 星期二 ,39℃,27℃,多云,北风 3级
2022-08-24 星期三 ,30℃,26℃,多云,东风 2级
2022-08-25 星期四 ,34℃,25℃,多云,东北风 3级
2022-08-26 星期五 ,30℃,24℃,小雨,东风 2级
2022-08-27 星期六 ,27℃,25℃,小雨,东北风 2级
2022-08-28 星期日 ,28℃,26℃,多云,东南风 3级
2022-08-29 星期一 ,32℃,27℃,多云,东风 2级
2022-08-30 星期二 ,33℃,25℃,雾,北风 2级
2022-08-31 星期三 ,26℃,23℃,多云,北风 3级
2022-09-01 星期四 ,30℃,22℃,多云,东风 3级
2022-09-02 星期五 ,27℃,23℃,小雨,北风 2级
2022-09-03 星期六 ,28℃,24℃,中雨,东北风 2级
2022-09-04 星期日 ,31℃,25℃,中雨,东北风 3级
2022-09-05 星期一 ,23℃,20℃,小雨,西北风 5级
2022-09-06 星期二 ,29℃,22℃,多云,南风 2级
2022-09-07 星期三 ,32℃,21℃,多云,东南风 3级
2022-09-08 星期四 ,30℃,21℃,多云,东风 2级
2022-09-09 星期五 ,28℃,21℃,多云,东北风 1级
2022-09-10 星期六 ,28℃,21℃,多云,东北风 1级
2022-09-11 星期日 ,29℃,21℃,多云,东风 3级
2022-09-12 星期一 ,27℃,22℃,多云,东北风 1级
2022-09-13 星期二 ,25℃,22℃,中雨,北风 2级
2022-09-14 星期三 ,24℃,22℃,暴雨,西北风 5级
2022-09-15 星期四 ,26℃,22℃,多云,西北风 3级
2022-09-16 星期五 ,29℃,22℃,雾,西北风 2级
2022-09-17 星期六 ,30℃,21℃,多云,北风 2级
2022-09-18 星期日 ,27℃,21℃,多云,西北风 4级
2022-09-19 星期一 ,28℃,18℃,雾,北风 3级
2022-09-20 星期二 ,26℃,18℃,多云,北风 2级
2022-09-21 星期三 ,25℃,20℃,多云,西南风 2级
2022-09-22 星期四 ,26℃,20℃,多云,东南风 2级
2022-09-23 星期五 ,27℃,16℃,多云,北风 3级
2022-09-24 星期六 ,24℃,17℃,多云,东风 2级
2022-09-25 星期日 ,25℃,17℃,多云,东南风 1级
2022-09-26 星期一 ,26℃,21℃,多云,东风 2级
2022-09-27 星期二 ,26℃,20℃,小雨,东风 3级
2022-09-28 星期三 ,24℃,20℃,小雨,东风 2级
2022-09-29 星期四 ,23℃,22℃,小雨,东风 1级
2022-09-30 星期五 ,27℃,23℃,多云,东南风 2级
